rid,topic,statement,rate,agreement_text
31957495315,286,It should be easy to find relevant information for this topic,5.0,Strongly agree
33103727698,259,I am familiar with this topic,4.0,Somewhat agree
33103727698,259,This topic is interesting to me,4.0,Somewhat agree
33103727698,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
33103727698,266,I am familiar with this topic,4.0,Somewhat agree
33103727698,266,This topic is interesting to me,4.0,Somewhat agree
33103727698,266,It should be easy to find relevant information for this topic,4.0,Somewhat agree
33103727698,223,I am familiar with this topic,4.0,Somewhat agree
33103727698,223,This topic is interesting to me,4.0,Somewhat agree
33103727698,223,It should be easy to find relevant information for this topic,4.0,Somewhat agree
33103727698,286,I am familiar with this topic,1.0,Strongly disagree
33103727698,286,This topic is interesting to me,1.0,Strongly disagree
33103727698,286,It should be easy to find relevant information for this topic,1.0,Strongly disagree
35172593358,259,I am familiar with this topic,1.0,Strongly disagree
35172593358,259,This topic is interesting to me,4.0,Somewhat agree
35172593358,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
35172593358,266,I am familiar with this topic,1.0,Strongly disagree
35172593358,266,This topic is interesting to me,4.0,Somewhat agree
35172593358,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
35172593358,223,I am familiar with this topic,4.0,Somewhat agree
35172593358,223,This topic is interesting to me,5.0,Strongly agree
35172593358,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
35172593358,286,I am familiar with this topic,1.0,Strongly disagree
35172593358,286,This topic is interesting to me,2.0,Somewhat disagree
35172593358,286,It should be easy to find relevant information for this topic,5.0,Strongly agree
35549883628,259,I am familiar with this topic,4.0,Somewhat agree
35549883628,259,This topic is interesting to me,5.0,Strongly agree
35549883628,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
35549883628,266,I am familiar with this topic,2.0,Somewhat disagree
35549883628,266,This topic is interesting to me,4.0,Somewhat agree
35549883628,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
35549883628,223,I am familiar with this topic,4.0,Somewhat agree
35549883628,223,This topic is interesting to me,4.0,Somewhat agree
35549883628,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
35549883628,286,I am familiar with this topic,2.0,Somewhat disagree
35549883628,286,This topic is interesting to me,4.0,Somewhat agree
35549883628,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
35552101479,259,I am familiar with this topic,4.0,Somewhat agree
35552101479,259,This topic is interesting to me,4.0,Somewhat agree
35552101479,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
35552101479,266,I am familiar with this topic,4.0,Somewhat agree
35552101479,266,This topic is interesting to me,5.0,Strongly agree
35552101479,266,It should be easy to find relevant information for this topic,4.0,Somewhat agree
35552101479,223,I am familiar with this topic,4.0,Somewhat agree
35552101479,223,This topic is interesting to me,5.0,Strongly agree
35552101479,223,It should be easy to find relevant information for this topic,4.0,Somewhat agree
35552101479,286,I am familiar with this topic,4.0,Somewhat agree
35552101479,286,This topic is interesting to me,4.0,Somewhat agree
35552101479,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
37169416246,259,I am familiar with this topic,4.0,Somewhat agree
37169416246,259,This topic is interesting to me,4.0,Somewhat agree
37169416246,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
37169416246,266,I am familiar with this topic,2.0,Somewhat disagree
37169416246,266,This topic is interesting to me,4.0,Somewhat agree
37169416246,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
37169416246,223,I am familiar with this topic,4.0,Somewhat agree
37169416246,223,This topic is interesting to me,3.0,Neither agree nor disagree
37169416246,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
37169416246,286,I am familiar with this topic,2.0,Somewhat disagree
37169416246,286,This topic is interesting to me,2.0,Somewhat disagree
37169416246,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
39173735929,259,I am familiar with this topic,2.0,Somewhat disagree
39173735929,259,This topic is interesting to me,3.0,Neither agree nor disagree
39173735929,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
39173735929,266,I am familiar with this topic,5.0,Strongly agree
39173735929,266,This topic is interesting to me,5.0,Strongly agree
39173735929,266,It should be easy to find relevant information for this topic,4.0,Somewhat agree
39173735929,223,I am familiar with this topic,4.0,Somewhat agree
39173735929,223,This topic is interesting to me,4.0,Somewhat agree
39173735929,223,It should be easy to find relevant information for this topic,4.0,Somewhat agree
39173735929,286,I am familiar with this topic,4.0,Somewhat agree
39173735929,286,This topic is interesting to me,4.0,Somewhat agree
39173735929,286,It should be easy to find relevant information for this topic,2.0,Somewhat disagree
40815788311,259,I am familiar with this topic,2.0,Somewhat disagree
40815788311,259,This topic is interesting to me,3.0,Neither agree nor disagree
40815788311,259,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
40815788311,266,I am familiar with this topic,4.0,Somewhat agree
40815788311,266,This topic is interesting to me,3.0,Neither agree nor disagree
40815788311,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
40815788311,223,I am familiar with this topic,4.0,Somewhat agree
40815788311,223,This topic is interesting to me,4.0,Somewhat agree
40815788311,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
40815788311,286,I am familiar with this topic,4.0,Somewhat agree
40815788311,286,This topic is interesting to me,4.0,Somewhat agree
40815788311,286,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
42659989295,259,I am familiar with this topic,2.0,Somewhat disagree
42659989295,259,This topic is interesting to me,4.0,Somewhat agree
42659989295,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
42659989295,266,I am familiar with this topic,4.0,Somewhat agree
42659989295,266,This topic is interesting to me,5.0,Strongly agree
42659989295,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
42659989295,223,I am familiar with this topic,4.0,Somewhat agree
42659989295,223,This topic is interesting to me,5.0,Strongly agree
42659989295,223,It should be easy to find relevant information for this topic,4.0,Somewhat agree
42659989295,286,I am familiar with this topic,2.0,Somewhat disagree
42659989295,286,This topic is interesting to me,5.0,Strongly agree
42659989295,286,It should be easy to find relevant information for this topic,5.0,Strongly agree
42999003645,259,I am familiar with this topic,1.0,Strongly disagree
42999003645,259,This topic is interesting to me,3.0,Neither agree nor disagree
42999003645,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
42999003645,266,I am familiar with this topic,2.0,Somewhat disagree
42999003645,266,This topic is interesting to me,4.0,Somewhat agree
42999003645,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
42999003645,223,I am familiar with this topic,4.0,Somewhat agree
42999003645,223,This topic is interesting to me,4.0,Somewhat agree
42999003645,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
42999003645,286,I am familiar with this topic,2.0,Somewhat disagree
42999003645,286,This topic is interesting to me,4.0,Somewhat agree
42999003645,286,It should be easy to find relevant information for this topic,5.0,Strongly agree
43372311946,259,I am familiar with this topic,1.0,Strongly disagree
43372311946,259,This topic is interesting to me,2.0,Somewhat disagree
43372311946,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
43372311946,266,I am familiar with this topic,3.0,Neither agree nor disagree
43372311946,266,This topic is interesting to me,2.0,Somewhat disagree
43372311946,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
43372311946,223,I am familiar with this topic,4.0,Somewhat agree
43372311946,223,This topic is interesting to me,4.0,Somewhat agree
43372311946,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
43372311946,286,I am familiar with this topic,1.0,Strongly disagree
43372311946,286,This topic is interesting to me,4.0,Somewhat agree
43372311946,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
44434514073,259,I am familiar with this topic,5.0,Strongly agree
44434514073,259,This topic is interesting to me,5.0,Strongly agree
44434514073,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
44434514073,266,I am familiar with this topic,5.0,Strongly agree
44434514073,266,This topic is interesting to me,5.0,Strongly agree
44434514073,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
44434514073,223,I am familiar with this topic,5.0,Strongly agree
44434514073,223,This topic is interesting to me,5.0,Strongly agree
44434514073,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
44434514073,286,I am familiar with this topic,5.0,Strongly agree
44434514073,286,This topic is interesting to me,5.0,Strongly agree
44434514073,286,It should be easy to find relevant information for this topic,5.0,Strongly agree
44637510168,259,I am familiar with this topic,1.0,Strongly disagree
44637510168,259,This topic is interesting to me,1.0,Strongly disagree
44637510168,259,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
44637510168,266,I am familiar with this topic,1.0,Strongly disagree
44637510168,266,This topic is interesting to me,4.0,Somewhat agree
44637510168,266,It should be easy to find relevant information for this topic,4.0,Somewhat agree
44637510168,223,I am familiar with this topic,4.0,Somewhat agree
44637510168,223,This topic is interesting to me,3.0,Neither agree nor disagree
44637510168,223,It should be easy to find relevant information for this topic,4.0,Somewhat agree
44637510168,286,I am familiar with this topic,1.0,Strongly disagree
44637510168,286,This topic is interesting to me,1.0,Strongly disagree
44637510168,286,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
44657825701,259,I am familiar with this topic,3.0,Neither agree nor disagree
44657825701,259,This topic is interesting to me,4.0,Somewhat agree
44657825701,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
44657825701,266,I am familiar with this topic,5.0,Strongly agree
44657825701,266,This topic is interesting to me,5.0,Strongly agree
44657825701,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
44657825701,223,I am familiar with this topic,5.0,Strongly agree
44657825701,223,This topic is interesting to me,5.0,Strongly agree
44657825701,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
44657825701,286,I am familiar with this topic,4.0,Somewhat agree
44657825701,286,This topic is interesting to me,4.0,Somewhat agree
44657825701,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
45066164783,259,I am familiar with this topic,1.0,Strongly disagree
45066164783,259,This topic is interesting to me,1.0,Strongly disagree
45066164783,259,It should be easy to find relevant information for this topic,2.0,Somewhat disagree
45066164783,266,I am familiar with this topic,4.0,Somewhat agree
45066164783,266,This topic is interesting to me,2.0,Somewhat disagree
45066164783,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
45066164783,223,I am familiar with this topic,2.0,Somewhat disagree
45066164783,223,This topic is interesting to me,2.0,Somewhat disagree
45066164783,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
45066164783,286,I am familiar with this topic,1.0,Strongly disagree
45066164783,286,This topic is interesting to me,2.0,Somewhat disagree
45066164783,286,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
47996949949,259,I am familiar with this topic,4.0,Somewhat agree
47996949949,259,This topic is interesting to me,4.0,Somewhat agree
47996949949,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
47996949949,266,I am familiar with this topic,4.0,Somewhat agree
47996949949,266,This topic is interesting to me,4.0,Somewhat agree
47996949949,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
47996949949,223,I am familiar with this topic,5.0,Strongly agree
47996949949,223,This topic is interesting to me,5.0,Strongly agree
47996949949,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
47996949949,286,I am familiar with this topic,2.0,Somewhat disagree
47996949949,286,This topic is interesting to me,4.0,Somewhat agree
47996949949,286,It should be easy to find relevant information for this topic,2.0,Somewhat disagree
48231635149,259,I am familiar with this topic,1.0,Strongly disagree
48231635149,259,This topic is interesting to me,4.0,Somewhat agree
48231635149,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
48231635149,266,I am familiar with this topic,5.0,Strongly agree
48231635149,266,This topic is interesting to me,5.0,Strongly agree
48231635149,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
48231635149,223,I am familiar with this topic,5.0,Strongly agree
48231635149,223,This topic is interesting to me,4.0,Somewhat agree
48231635149,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
48231635149,286,I am familiar with this topic,1.0,Strongly disagree
48231635149,286,This topic is interesting to me,4.0,Somewhat agree
48231635149,286,It should be easy to find relevant information for this topic,5.0,Strongly agree
48283110868,259,I am familiar with this topic,1.0,Strongly disagree
48283110868,259,This topic is interesting to me,5.0,Strongly agree
48283110868,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
48283110868,266,I am familiar with this topic,3.0,Neither agree nor disagree
48283110868,266,This topic is interesting to me,5.0,Strongly agree
48283110868,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
48283110868,223,I am familiar with this topic,4.0,Somewhat agree
48283110868,223,This topic is interesting to me,4.0,Somewhat agree
48283110868,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
48283110868,286,I am familiar with this topic,2.0,Somewhat disagree
48283110868,286,This topic is interesting to me,5.0,Strongly agree
48283110868,286,It should be easy to find relevant information for this topic,5.0,Strongly agree
49009989909,259,I am familiar with this topic,4.0,Somewhat agree
49009989909,259,This topic is interesting to me,4.0,Somewhat agree
49009989909,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
49009989909,266,I am familiar with this topic,5.0,Strongly agree
49009989909,266,This topic is interesting to me,5.0,Strongly agree
49009989909,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
49009989909,223,I am familiar with this topic,5.0,Strongly agree
49009989909,223,This topic is interesting to me,5.0,Strongly agree
49009989909,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
49009989909,286,I am familiar with this topic,4.0,Somewhat agree
49009989909,286,This topic is interesting to me,4.0,Somewhat agree
49009989909,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
49062876219,259,I am familiar with this topic,1.0,Strongly disagree
49062876219,259,This topic is interesting to me,2.0,Somewhat disagree
49062876219,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
49062876219,266,I am familiar with this topic,2.0,Somewhat disagree
49062876219,266,This topic is interesting to me,4.0,Somewhat agree
49062876219,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
49062876219,223,I am familiar with this topic,2.0,Somewhat disagree
49062876219,223,This topic is interesting to me,4.0,Somewhat agree
49062876219,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
49062876219,286,I am familiar with this topic,2.0,Somewhat disagree
49062876219,286,This topic is interesting to me,2.0,Somewhat disagree
49062876219,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
49332760719,259,I am familiar with this topic,4.0,Somewhat agree
49332760719,259,This topic is interesting to me,4.0,Somewhat agree
49332760719,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
49332760719,266,I am familiar with this topic,4.0,Somewhat agree
49332760719,266,This topic is interesting to me,4.0,Somewhat agree
49332760719,266,It should be easy to find relevant information for this topic,4.0,Somewhat agree
49332760719,223,I am familiar with this topic,4.0,Somewhat agree
49332760719,223,This topic is interesting to me,4.0,Somewhat agree
49332760719,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
49332760719,286,I am familiar with this topic,3.0,Neither agree nor disagree
49332760719,286,This topic is interesting to me,4.0,Somewhat agree
49332760719,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
50561654740,259,I am familiar with this topic,4.0,Somewhat agree
50561654740,259,This topic is interesting to me,5.0,Strongly agree
50561654740,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
50561654740,266,I am familiar with this topic,4.0,Somewhat agree
50561654740,266,This topic is interesting to me,3.0,Neither agree nor disagree
50561654740,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
50561654740,223,I am familiar with this topic,4.0,Somewhat agree
50561654740,223,This topic is interesting to me,4.0,Somewhat agree
50561654740,223,It should be easy to find relevant information for this topic,4.0,Somewhat agree
50561654740,286,I am familiar with this topic,2.0,Somewhat disagree
50561654740,286,This topic is interesting to me,2.0,Somewhat disagree
50561654740,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
51243100555,259,I am familiar with this topic,1.0,Strongly disagree
51243100555,259,This topic is interesting to me,4.0,Somewhat agree
51243100555,259,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
51243100555,266,I am familiar with this topic,5.0,Strongly agree
51243100555,266,This topic is interesting to me,5.0,Strongly agree
51243100555,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
51243100555,223,I am familiar with this topic,4.0,Somewhat agree
51243100555,223,This topic is interesting to me,3.0,Neither agree nor disagree
51243100555,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
51243100555,286,I am familiar with this topic,2.0,Somewhat disagree
51243100555,286,This topic is interesting to me,3.0,Neither agree nor disagree
51243100555,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
54868825352,259,I am familiar with this topic,4.0,Somewhat agree
54868825352,259,This topic is interesting to me,4.0,Somewhat agree
54868825352,259,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
54868825352,266,I am familiar with this topic,4.0,Somewhat agree
54868825352,266,This topic is interesting to me,3.0,Neither agree nor disagree
54868825352,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
54868825352,223,I am familiar with this topic,4.0,Somewhat agree
54868825352,223,This topic is interesting to me,2.0,Somewhat disagree
54868825352,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
54868825352,286,I am familiar with this topic,1.0,Strongly disagree
54868825352,286,This topic is interesting to me,3.0,Neither agree nor disagree
54868825352,286,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
55119663088,259,I am familiar with this topic,2.0,Somewhat disagree
55119663088,259,This topic is interesting to me,5.0,Strongly agree
55119663088,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
55119663088,266,I am familiar with this topic,2.0,Somewhat disagree
55119663088,266,This topic is interesting to me,5.0,Strongly agree
55119663088,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
55119663088,223,I am familiar with this topic,4.0,Somewhat agree
55119663088,223,This topic is interesting to me,5.0,Strongly agree
55119663088,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
55119663088,286,I am familiar with this topic,2.0,Somewhat disagree
55119663088,286,This topic is interesting to me,4.0,Somewhat agree
55119663088,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
56428193612,259,I am familiar with this topic,2.0,Somewhat disagree
56428193612,259,This topic is interesting to me,4.0,Somewhat agree
56428193612,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
56428193612,266,I am familiar with this topic,5.0,Strongly agree
56428193612,266,This topic is interesting to me,1.0,Strongly disagree
56428193612,266,It should be easy to find relevant information for this topic,4.0,Somewhat agree
56428193612,223,I am familiar with this topic,5.0,Strongly agree
56428193612,223,This topic is interesting to me,1.0,Strongly disagree
56428193612,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
56428193612,286,I am familiar with this topic,4.0,Somewhat agree
56428193612,286,This topic is interesting to me,2.0,Somewhat disagree
56428193612,286,It should be easy to find relevant information for this topic,5.0,Strongly agree
57719500039,259,I am familiar with this topic,4.0,Somewhat agree
57719500039,259,This topic is interesting to me,5.0,Strongly agree
57719500039,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
57719500039,266,I am familiar with this topic,4.0,Somewhat agree
57719500039,266,This topic is interesting to me,4.0,Somewhat agree
57719500039,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
57719500039,223,I am familiar with this topic,4.0,Somewhat agree
57719500039,223,This topic is interesting to me,4.0,Somewhat agree
57719500039,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
57719500039,286,I am familiar with this topic,3.0,Neither agree nor disagree
57719500039,286,This topic is interesting to me,5.0,Strongly agree
57719500039,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
58118986510,259,I am familiar with this topic,1.0,Strongly disagree
58118986510,259,This topic is interesting to me,2.0,Somewhat disagree
58118986510,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
58118986510,266,I am familiar with this topic,4.0,Somewhat agree
58118986510,266,This topic is interesting to me,4.0,Somewhat agree
58118986510,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
58118986510,223,I am familiar with this topic,5.0,Strongly agree
58118986510,223,This topic is interesting to me,2.0,Somewhat disagree
58118986510,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
58118986510,286,I am familiar with this topic,1.0,Strongly disagree
58118986510,286,This topic is interesting to me,4.0,Somewhat agree
58118986510,286,It should be easy to find relevant information for this topic,5.0,Strongly agree
58266234148,259,I am familiar with this topic,1.0,Strongly disagree
58266234148,259,This topic is interesting to me,1.0,Strongly disagree
58266234148,259,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
58266234148,266,I am familiar with this topic,3.0,Neither agree nor disagree
58266234148,266,This topic is interesting to me,2.0,Somewhat disagree
58266234148,266,It should be easy to find relevant information for this topic,4.0,Somewhat agree
58266234148,223,I am familiar with this topic,4.0,Somewhat agree
58266234148,223,This topic is interesting to me,3.0,Neither agree nor disagree
58266234148,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
58266234148,286,I am familiar with this topic,2.0,Somewhat disagree
58266234148,286,This topic is interesting to me,1.0,Strongly disagree
58266234148,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
58388134534,259,I am familiar with this topic,2.0,Somewhat disagree
58388134534,259,This topic is interesting to me,4.0,Somewhat agree
58388134534,259,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
58388134534,266,I am familiar with this topic,4.0,Somewhat agree
58388134534,266,This topic is interesting to me,5.0,Strongly agree
58388134534,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
58388134534,223,I am familiar with this topic,5.0,Strongly agree
58388134534,223,This topic is interesting to me,4.0,Somewhat agree
58388134534,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
58388134534,286,I am familiar with this topic,1.0,Strongly disagree
58388134534,286,This topic is interesting to me,3.0,Neither agree nor disagree
58388134534,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
58566783191,259,I am familiar with this topic,5.0,Strongly agree
58566783191,259,This topic is interesting to me,5.0,Strongly agree
58566783191,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
58566783191,266,I am familiar with this topic,5.0,Strongly agree
58566783191,266,This topic is interesting to me,5.0,Strongly agree
58566783191,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
58566783191,223,I am familiar with this topic,5.0,Strongly agree
58566783191,223,This topic is interesting to me,5.0,Strongly agree
58566783191,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
58566783191,286,I am familiar with this topic,5.0,Strongly agree
58566783191,286,This topic is interesting to me,5.0,Strongly agree
58566783191,286,It should be easy to find relevant information for this topic,5.0,Strongly agree
60011031627,259,I am familiar with this topic,1.0,Strongly disagree
60011031627,259,This topic is interesting to me,4.0,Somewhat agree
60011031627,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
60011031627,266,I am familiar with this topic,2.0,Somewhat disagree
60011031627,266,This topic is interesting to me,5.0,Strongly agree
60011031627,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
60011031627,223,I am familiar with this topic,3.0,Neither agree nor disagree
60011031627,223,This topic is interesting to me,5.0,Strongly agree
60011031627,223,It should be easy to find relevant information for this topic,4.0,Somewhat agree
60011031627,286,I am familiar with this topic,3.0,Neither agree nor disagree
60011031627,286,This topic is interesting to me,5.0,Strongly agree
60011031627,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
62207911035,259,I am familiar with this topic,1.0,Strongly disagree
62207911035,259,This topic is interesting to me,5.0,Strongly agree
62207911035,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
62207911035,266,I am familiar with this topic,4.0,Somewhat agree
62207911035,266,This topic is interesting to me,5.0,Strongly agree
62207911035,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
62207911035,223,I am familiar with this topic,5.0,Strongly agree
62207911035,223,This topic is interesting to me,5.0,Strongly agree
62207911035,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
62207911035,286,I am familiar with this topic,1.0,Strongly disagree
62207911035,286,This topic is interesting to me,5.0,Strongly agree
62207911035,286,It should be easy to find relevant information for this topic,5.0,Strongly agree
62741486814,259,I am familiar with this topic,1.0,Strongly disagree
62741486814,259,This topic is interesting to me,2.0,Somewhat disagree
62741486814,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
62741486814,266,I am familiar with this topic,1.0,Strongly disagree
62741486814,266,This topic is interesting to me,3.0,Neither agree nor disagree
62741486814,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
62741486814,223,I am familiar with this topic,4.0,Somewhat agree
62741486814,223,This topic is interesting to me,1.0,Strongly disagree
62741486814,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
62741486814,286,I am familiar with this topic,1.0,Strongly disagree
62741486814,286,This topic is interesting to me,1.0,Strongly disagree
62741486814,286,It should be easy to find relevant information for this topic,1.0,Strongly disagree
63311129754,259,I am familiar with this topic,2.0,Somewhat disagree
63311129754,259,This topic is interesting to me,4.0,Somewhat agree
63311129754,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
63311129754,266,I am familiar with this topic,3.0,Neither agree nor disagree
63311129754,266,This topic is interesting to me,4.0,Somewhat agree
63311129754,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
63311129754,223,I am familiar with this topic,2.0,Somewhat disagree
63311129754,223,This topic is interesting to me,3.0,Neither agree nor disagree
63311129754,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
63311129754,286,I am familiar with this topic,4.0,Somewhat agree
63311129754,286,This topic is interesting to me,5.0,Strongly agree
63311129754,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
64185936269,259,I am familiar with this topic,2.0,Somewhat disagree
64185936269,259,This topic is interesting to me,5.0,Strongly agree
64185936269,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
64185936269,266,I am familiar with this topic,4.0,Somewhat agree
64185936269,266,This topic is interesting to me,5.0,Strongly agree
64185936269,266,It should be easy to find relevant information for this topic,4.0,Somewhat agree
64185936269,223,I am familiar with this topic,4.0,Somewhat agree
64185936269,223,This topic is interesting to me,5.0,Strongly agree
64185936269,223,It should be easy to find relevant information for this topic,4.0,Somewhat agree
64185936269,286,I am familiar with this topic,2.0,Somewhat disagree
64185936269,286,This topic is interesting to me,4.0,Somewhat agree
64185936269,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
66576496167,259,I am familiar with this topic,1.0,Strongly disagree
66576496167,259,This topic is interesting to me,1.0,Strongly disagree
66576496167,259,It should be easy to find relevant information for this topic,4.0,Somewhat agree
66576496167,266,I am familiar with this topic,2.0,Somewhat disagree
66576496167,266,This topic is interesting to me,3.0,Neither agree nor disagree
66576496167,266,It should be easy to find relevant information for this topic,4.0,Somewhat agree
66576496167,223,I am familiar with this topic,4.0,Somewhat agree
66576496167,223,This topic is interesting to me,3.0,Neither agree nor disagree
66576496167,223,It should be easy to find relevant information for this topic,4.0,Somewhat agree
66576496167,286,I am familiar with this topic,4.0,Somewhat agree
66576496167,286,This topic is interesting to me,4.0,Somewhat agree
66576496167,286,It should be easy to find relevant information for this topic,4.0,Somewhat agree
67285157812,259,I am familiar with this topic,1.0,Strongly disagree
67285157812,259,This topic is interesting to me,3.0,Neither agree nor disagree
67285157812,259,It should be easy to find relevant information for this topic,5.0,Strongly agree
67285157812,266,I am familiar with this topic,1.0,Strongly disagree
67285157812,266,This topic is interesting to me,4.0,Somewhat agree
67285157812,266,It should be easy to find relevant information for this topic,5.0,Strongly agree
67285157812,223,I am familiar with this topic,4.0,Somewhat agree
67285157812,223,This topic is interesting to me,5.0,Strongly agree
67285157812,223,It should be easy to find relevant information for this topic,5.0,Strongly agree
67285157812,286,I am familiar with this topic,1.0,Strongly disagree
67285157812,286,This topic is interesting to me,4.0,Somewhat agree
67285157812,286,It should be easy to find relevant information for this topic,5.0,Strongly agree
68069987760,259,I am familiar with this topic,2.0,Somewhat disagree
68069987760,259,This topic is interesting to me,4.0,Somewhat agree
68069987760,259,It should be easy to find relevant information for this topic,3.0,Neither agree nor disagree
68069987760,266,I am familiar with this topic,3.0,Neither agree nor disagree
68069987760,266,This topic is interesting to me,4.0,Somewhat agree
